year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis
2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1953,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Working class,7
2020,CA-NL Terre-Neuve-et-Labrador,Good,Never,Male,2001,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Lower middle class,6
2020,CA-NS Nouvelle-Ecosse,Very good,Daily,Male,1997,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Other,Private business or industry,Upper middle class,9
2020,CA-BC Colombie-Britannique,Fair,Daily,Male,1999,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Lower middle class,4
2020,CA-QC Quebec,Very good,Daily,Female,1955,I am born in this country,Widowed,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Female,1999,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Upper middle class,7
2020,CA-QC Quebec,Very good,Never,Male,1963,I am born in this country,Widowed,Lower secondary education (ISCED 2),Homemaker not otherwise employed,Private business or industry,Lower middle class,9
2020,CA-BC Colombie-Britannique,Good,Never,Male,1970,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,7
2020,CA-NL Terre-Neuve-et-Labrador,Good,Daily,Female,1956,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Working class,6
2020,CA-NS Nouvelle-Ecosse,Poor,Daily,Male,1970,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Working class,3
2020,CA-MB Manitoba,Fair,Never,Male,1970,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,7
2020,CA-NB Nouveau-Brunswick,Good,Never,Male,1969,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,8
2020,CA-BC Colombie-Britannique,Very good,Weekly,Male,1970,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,9
2020,CA-BC Colombie-Britannique,Very good,Never,Male,1944,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Lower middle class,9
2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1975,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,6
2020,CA-MB Manitoba,Very good,Weekly,Female,1978,I am born in this country,Widowed,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Working class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Male,1985,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Other,Private business or industry,Lower class,5
2020,CA-QC Quebec,Good,Daily,Female,1944,I am born in this country,Divorced,Upper secondary education (ISCED 3),Retired/pensioned,Not applicable; Never had a job,Working class,8
2020,CA-SK Saskatchewan,Poor,Weekly,Male,1978,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,3
2020,CA-AB Alberta,Fair,Daily,Male,2000,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Private business or industry,Upper middle class,3
2020,CA-BC Colombie-Britannique,Fair,Never,Male,1955,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Lower middle class,8
2020,CA-PE Ile-du-Prince-Edouard,Good,Daily,Male,1956,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Not applicable; Never had a job,Lower middle class,8
2020,CA-NL Terre-Neuve-et-Labrador,Fair,Daily,Female,1973,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private business or industry,Lower middle class,10
2020,CA-SK Saskatchewan,Good,Daily,Female,1951,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower middle class,7
2020,CA-QC Quebec,Good,Weekly,Male,1984,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private business or industry,Lower middle class,9
2020,CA-SK Saskatchewan,Very good,Daily,Female,1973,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Working class,8
2020,CA-BC Colombie-Britannique,Good,Never,Male,1947,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,8
2020,CA-QC Quebec,Good,Monthly,Male,1982,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Upper middle class,9
2020,CA-BC Colombie-Britannique,Very good,Daily,Male,1997,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Upper middle class,7
2020,CA-BC Colombie-Britannique,Good,Never,Male,1952,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Lower middle class,7
2020,CA-MB Manitoba,Fair,Daily,Male,1971,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Working class,4
2020,CA-BC Colombie-Britannique,Fair,Less than monthly,Female,1958,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Other,Government or public institution,Working class,3
2020,CA-QC Quebec,Very good,Never,Male,1970,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Upper middle class,9
2020,CA-NB Nouveau-Brunswick,Very good,Weekly,Male,1956,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Private non-profit organization,Upper middle class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Male,1956,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Upper middle class,9
2020,CA-BC Colombie-Britannique,Good,Less than monthly,Male,1976,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,8
2020,CA-BC Colombie-Britannique,Very good,Daily,Female,1984,I am born in this country,Married,Doctoral or equivalent (ISCED 8),Self employed,Government or public institution,Upper middle class,9
2020,CA-AB Alberta,Good,Weekly,Female,1955,I am born in this country,Married,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Working class,6
2020,CA-BC Colombie-Britannique,Fair,Weekly,Male,1955,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Retired/pensioned,Private business or industry,Lower middle class,7
2020,CA-NL Terre-Neuve-et-Labrador,Good,Never,Female,1977,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Lower middle class,9
2020,CA-MB Manitoba,Good,Daily,Female,1954,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Lower middle class,7
2020,CA-MB Manitoba,Fair,Never,Male,1969,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Lower middle class,7
2020,CA-BC Colombie-Britannique,Good,Never,Male,1952,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,8
2020,CA-NS Nouvelle-Ecosse,Very good,Monthly,Male,1949,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Upper middle class,9
2020,CA-NL Terre-Neuve-et-Labrador,Good,Daily,Female,1998,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Upper middle class,6
2020,CA-QC Quebec,Good,Less than monthly,Male,1962,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,6
2020,CA-BC Colombie-Britannique,Fair,Weekly,Male,1996,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Upper middle class,4
2020,CA-SK Saskatchewan,Good,Never,Male,1951,I am an immigrant to this country (born outside this country),Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Upper middle class,9
2020,CA-NS Nouvelle-Ecosse,Very good,Never,Male,1998,I am an immigrant to this country (born outside this country),Single,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Lower middle class,6
2020,CA-QC Quebec,Good,Daily,Male,1967,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,8
2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1996,I am an immigrant to this country (born outside this country),Single,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,9
2020,CA-PE Ile-du-Prince-Edouard,Fair,Daily,Female,1981,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Government or public institution,Upper class,7
2020,CA-BC Colombie-Britannique,Very good,Never,Male,1974,I am born in this country,Separated,Lower secondary education (ISCED 2),Full time (30 hours a week or more),Government or public institution,Upper class,10
2020,CA-MB Manitoba,Good,Never,Female,1938,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Upper middle class,5
2020,CA-QC Quebec,Very good,Daily,Male,1950,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Upper middle class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Male,1996,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Lower middle class,7
2020,CA-NL Terre-Neuve-et-Labrador,Good,Never,Female,1956,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,10
2020,CA-SK Saskatchewan,Good,Daily,Male,2001,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Government or public institution,Upper middle class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Male,1996,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,6
